,Unnamed: 0,title,ref_txt,kw_list
832,98446,Виртуальная среда  защита доступа,Сообщается  что компания  С Терра СиЭсПи  выпустила на рынок новый продукт   С Терра Виртуальный Шлюз  ВШ   Это яркий пример традиционного средства защиты   VPN концентратора    пришедшего из физической среды в виртуальную  ВШ предоставляет функциональные возможности сертифицированного средства криптографической защиты информации  СКЗИ  на основе стандартов IPsec VPN с поддержкой алгоритмов ГОСТ  а также является сертифицированным межсетевым экраном  Основная его задача   построение защищенных соединений   при переходе в виртуальную среду не изменилась  но теперь он позволяет реализовать дополнительные сценарии   защита трафика как между виртуальными машинами  находящимися на одном и нескольких физических серверах  так и с внешними объектами,виртуальные шлюзы защита от НСД компания  С Терра СиЭсПи 
833,261075,Подходы к разработке модели распознавания сжатого неподвижного графического сообщения формата JPEG,"Указывается, что из файлов неподвижного графического сообщения (НГС) получают информацию, по которой осуществляется обнаружение, отслеживание и классификация объектов. Для реализации процедуры классификации НГС по типу контента предложен метод, основанный на анализе частотной области. По результатам экспериментов сделан вывод о том, что контент в сжатых НГС формата JPEG непосредственно влияет на распределение значений коэффициентов ДКП (дискретное косинусное преобразование), что позволяет делать выводы о чувствительности частотной области НГС к изменению контента и, следовательно, с большой долей вероятности распознавать контент НГС при анализе его частотной области. Система, построенная на основе такой модели, позволит существенно повысить уровень автоматизации процедур контроля содержимого сжатых НГС, сократить временны~J1е затраты на обработку и составить основу для построения системы анализа контента сжатых НГС в условиях их априорной семантической неопределенности",классификация\обнаружение объектов\распознавание образов\сжатые неподвижные графические сообщения\частотная область
834,114022,Клинические и иммунологические особенности сахарного диабета у пациентов с аутоиммунным полигландулярным синдромом 1 типа в России,"Аутоиммунный полигландулярный синдром 1 типа (АПС 1 типа) - редкое наследственное аутоиммунное заболевание, возникающее в результате мутаций в гене аутоиммунного регулятора (AIRE) и характеризующееся полиорганной дисфункцией. Сахарный диабет (СД) является одним из компонентов этого заболевания. Целью работы было определение частоты СД среди пациентов с АПС 1 типа в России, выявление клинических и иммунологических особенностей его течения. В исследование были включены 113 пациентов с АПС 1 типа, 16 человек из которых имели нарушения углеводного обмена. Исследование антител к глутаматдекарбоксилазе (GAD), цинковому транспортеру-8 (ZnT8), тирозинфосфатазе (IA2), инсулину (IAA) и островковым клеткам поджелудочной железы (ICA) было проведено 30 пациентам с АПС 1 типа без СД и 11 пациентам с АПС 1 типа и СД. Исследование уровня антител проводилось при помощи иммуноферментного анализа. Частота СД в группе пациентов с АПС 1 типа в России составила 14,1% (16/113). Медленно-прогрессирующее течение СД имели 19% пациентов (3/16). При исследовании отмечено, что методы исследования антител к IAA и ICA обладают низкой специфичностью и чувствительностью для диагностики СД при АПС 1 типа. Методы исследования антител к IA2 и ZnT8 обладают высокой специфичностью (100% и 97%), но низкой чувствительностью (42% и 33,3%). Метод определения антител к GAD менее специфичен (70%), а чувствительность его также низкая (58,3%).. Частота СД у пациентов с АПС 1 типа в России высокая по сравнению с данными авторов из других стран. Около 20% пациентов с АПС 1 типа и СД в России имеют медленно-прогрессирующее течение. Наибольшей специфичностью по отношению к СД у пациентов с АПС 1 типа обладают антитела к IA2 и ZnT8, однако чувствительность их низкая.",аутоиммунный полигландулярный синдром 1 типа\иммунология\клиника\сахарный диабет
835,108992,Современные системы электронагрева миксеров для приготовления алюминия и его сплавов,Способом повышения тепловой эффективности нагрева металла электрическом миксере  является расположение нагревательных элементов в футеровке подины в специальных защитных кожухах  Особенностью данной конструкции является то  что осуществляется прямая теплопередача между нагревательными элементами  огнеупорным слоем футеровки и расплавом в ванне миксера  Достоинствами данной системы нагрева является то  что нагревательные элементы защищены от влияния агрессивной среды  вследствие чего  обеспечивается их стабильный температурный режим и увеличивается срок службы  Для повышения эксплуатационной надежности печи предложена система подового электронагрева  В подине футерованной ванны расположен теплопроводный блок  который через расплав контактирует с токоподводящим электродом  имеющим полость для охлаждающей жидкости и систему охлаждения  От источника электрической энергии к токоподводящему электроду подсоединяется токопровод  токопровод источника подсоединяется к токоподводящему электроду  Температурный режим токоподводящего электрода поддерживается на требуемом уровне системой автоматического регулирования регулирующей расход охлаждающей жидкости  Возможно применение комбинированного нагрева  при котором используются сводовый и подовый нагреватели  Такой миксер работает в 3 цикла  На стадии приготовления расплава используется подовый электронагреватель  позволяющий максимально интенсифицировать тепломассообменные процессы в ванне  На стадии выдержки используется сводовый электронагреватель  в этом случае неметаллические примеси оседают на подине  На стадии литья работают оба электронагревателя  в результате чего снижается температурный перепад и содержание неметаллических включений в объеме,алюминий литье миксеры электрические нагрев расплавов расплавы
836,267016,Определение оптимальной методики создания криогенных температур на элементах научной аппаратуры обсерватории  Миллиметрон ,Описывается способ обеспечения криогенных температур до 4 5_  на элементах бортового комплекса научной аппаратуры ИСЗ Миллиметрон на этапе наземной экспериментальной отработки ,ИСЗ ИСЗ Миллиметрон Информационные спутниковые системы им  М  Ф  Решетнева Миллиметрон аппаратура наземные испытания организации и учреждения
837,152210,Высокоэффективные белые светодиоды с двухкомпонентным излучающим слоем на основе синих и желтых термоактивированных излучателей с замедленной флуоресценцией,"Сообщаются высокоэффективные белые светоизлучающие диоды с двухкомпонентным светоизлучающим слоем синего TADF излучателя 2_""-(димезитилборанил)-N,N-дифенил-_(1,1_""-бифенил_)-2-амина (о,о_""-NPh[2]) и желтого TADF излучателя 4-фенил-4_""-карбазол-9-H-тиоксантен-9-он-10,10-диоксида (TXO-PhCz4), обеспечивая излучение белого света с CIE (0,38, 0,40), высоким CRI__74 и максимумом EQE 12,5%, что является одним из лучших WOLEDs с двухкомпонентным излучающим слоем","2-х компонентный излучающий слой\2_""-(димезитил-\4-фенил-4_""--\белые\бифенил_)-2-амин\борил)-N,N-дифенил-_(1,1_""--\двухкомпонентные\карбазол-9-H--\светодиоды\термоактивированные излучатели\тиоксантен-9-он-10,10-диоксид"
838,62329,"Противомикробные характеристики и биосовместимость шовных хирургических _(нитей_), покрытых биосинтезированными наночастицами серебра","Разработаны хирургические шовные материалы, шелковые нити с покрытием из наночастиц серебра, приготовленных с использованием экстракта Streptomyces, продемонстрировавшие активность против Candida albicans, Escherichia coli и Staphylococcus aureus",медицинские изделия\наночастицы\покрытия нанесение\серебро\хирургические шелковые нити
839,59903,"Наркопреступность в сети ""Интернет"": современные криминологические тренды","Анализируются качественные и количественные характеристики оборота наркотических средств и психотропных веществ в сети ""Интернет"". На основе данных международных, зарубежных и отечественных экспертов, а также результатов собственных исследований раскрыты тренды наркопреступности, уделяя особое внимание торговле наркотиками в ""Даркнете"", использованию криптовалют и расширению специализации торговцев психоактивными веществами. Россия, Центр цифровой экономики и финансовых инноваций Московского государственного института международных отношений (Университета) Министерства иностранных дел Российской Федерации, Москва. E-mail: 1201179@list.ru",интернет\наркопреступность\наркотики\оборот\психотропные вещества
840,2326,Формирование и моделирование кривой торможения и оценка качества автоторможения подвижного состава,"Представлены теория формирования кривой торможения подвижного состава и анализ влияния параметров контроля процесса торможения на формирование этой кривой. Показаны компьютерные модели примеров качества торможения, достигнутого с использованием основных коэффициентов качества и на основе расчетов предложена система оценки качества торможения. Разработанные алгоритмы могут быть использованы для определения эффективности работы контроллера торможения. Изменения этих алгоритмов влияет на форму кривой. Выполненный статистический анализ подтвердил нормальное распределение рассеянных результатов торможения, для которого подходит регрессионное моделирование",подвижной состав\торможение
841,347479,Технология Ologie для шин электромобиля BMW i3s,"В русле мировых тенденций электромобилизации и охраны окружающей среды, ставящих целью 50%-е снижение к 2050 г. эмиссии углекислого газа, находится также 20-летнее сотрудничество германского автомобилестроительного концерна BMW и японской шинной компании Bridgestone, в конкретном случае с электромобилем BMW i3s выразившееся в использовании для узкопрофильных шин серии Ecopia EP500 с инновационной технологией Ologie для формования протектора с улучшенными сцепными свойствами.",Bridgestone\Япония\пневматические\производство\совершенствование\узкие\шины\электромобили
842,28569,Применение хроматографической колонки с амидным сорбентом для анализа парабенов,"На основании опыта использования метода жидкостной хроматографии гидрофильных взаимодействий для анализа соединений различной природы исследована возможность применения хроматографической колонки ХBridge Amide 150x4,6 мм для разделения эфиров 4-гидроксибензойной кислоты (парабенов). Сравнивались времена удерживания, порядок выхода и разрешение между пиками парабенов и примеси А (4-гидроксибензойная кислота) при использовании подвижных фаз ацетонитрил - фосфатный буфер с содержанием ацетонитрила 7-10% и подвижных фаз ацетонитрил - вода с содержанием ацетонитрила 96-99% на указанной колонке. На основании полученных данных установлено, что для разделения гомологов парабенов между собой предпочтительно использование обращенно-фазового варианта хроматографии, а для анализа примеси 4-гидроксибензойной кислоты - хроматографии гидрофильных взаимодействий. При анализе возможных механизмов удерживания соединений на колонке ХBridge Amide сделано предположение, что в отличие от аминогрупп амидные группы сорбента не обладают сродством к фенольным гидроксильным группам парабенов в условиях жидкостной хроматографии гидрофильных взаимодействий.",амидные\колонки\определение\парабены\сорбенты\хроматография
843,248630,Корреляция между диэлектрическими и электрохимическими свойствами нанокомпозита TiO[2]_-V[2]O[5] для применения в аккумулировании энергии,"Нанокомпозит TiO[2]_-V[2]O[5] показал максимальную удельную емкость 262__Ф/г в условиях ЦВА измерений со скоростью сканирования 2__мВ/с и 251,5__Ф/г при пл. тока 0.09__мА/см{2}. Стабильность электродного материала сохранялась не менее 1000 циклов. Большое сопротивление на границе раздела зерна играет важную роль в низкой величине удельной емкости при комн. Т",аккумулирование\ванадий\диэлектрические свойства\корреляция\нанокомпозиты\оксиды\титан диоксид\электрохимические свойства\энергия
844,376190,Оценка индекса дозы при проведении компьютерной томографии в коническом пучке для протоколов сканирования области головы,"Измерены абсолютные и относительные значения дозы для 6 протоколов сканирования головы в коническом пучке XVI (X-Ray Volume Imaging). Абсолютные значения дозы измерялись в фантоме FREEPOINT, имитирующем голову пациента (диаметр 16 см), с помощью ионизационной камеры FC65-P и электрометра DOSE 1, а для относительных измерений _- матрица детекторов l'mRT MatriXX. Полученные результаты использованы для расчета индекса дозы, учитывающего распределение дозы внутри фантома и длину сканирования DLP (Dose Length Product). Наименьший DLP получен для протокола, использующего неполную ротацию гантри (200_0), ограниченное количество кадров и невысокие значения тока и напряжения на рентгеновской трубке, Fast Head and Neck S20 CW, а наибольший _- для Head and Neck M20 CCW (13,28 и 91,36 мГр*см, соответственно). Дополнительным преимуществом протоколов с низкими дозовыми индексами является небольшое время сканирования при удовлетворительном качестве отображения костных структур пациента. При этом протоколы с большими индексами дозы обеспечивают высокое качество получаемых изображений, что стоит учитывать при выборе протокола сканирования для каждого конкретного пациента. Россия, ФГБУ ""Национальный медицинский исследовательский центр детской гематологии, онкологии и иммунологии им. Дмитрия Рогачева"" Министерства здравоохранения Российской Федерации, Москва. E-mail: nastya_/lis95@mail.ru",КТ\дозиметрия\область головы
845,323783,"Линейные моды краевых гармонических осцилляций (EHO) с низким n, возбуждаемые широм E_*B-потока в спокойной H-моде","Разработана новая модель краевых гармонич. осцилляций (EHO) в спокойной (QH) моде, успешно описывающая эксперименты на токамаке DIII-D. В частности, при сильном шире E_*B-потока на краю плазмы остаются неустойчивыми лишь несколько спиральных мод с низким n, что согласуется с поведением EHO, в то время как при слабом шире E_*B-потока, спектр неустойчивых мод значительно расширяется, что соответствует поведению широкополосной электромагн. турбулентности с низким n. Этот новый механизм возбуждения спиральных-пилинг мод с низким n широм E_*B-потока, связанный с EHO, отличается от ранее обнаруженной неустойчивости Кельвина_-Гельмгольца. Диффер. адвекция завихренности моды широм E_*B-потока изменяет двумерное распределение электростатич. потенциала моды, перпендикулярное к магнитным силовым линиям, что, в свою очередь, приводит к радиальному расширению структуры моды, отклонению силовой линии от рациональной поверхности моды и ухудшению инерционной стабилизации. Раскачка спиральной моды при увеличении параллельного волн. числа усиливается вдали от рациональной поверхности и ближе к краю плазмы, где магн. шир тоже велик. Эта дестабилизация, как в эксперименте, не зависит от знака шира потока. Проверка достоверности такого механизма EHO потребует анализа нелинейной эволюции спиральных-пилинг мод с низким n, неустойчивых в линейном режиме",FS\H-мода\MCQ\MEk\библ.__47\краевые гармонические осцилляции\математическая модель\обзоры\плазма\термоядерные реакторы\токамаки\шир E_*B потока
846,305516,"Стенокардия Принцметала: патогенез, клиника, диагностика, лечение","В статье изложены эпидемиология вазоспастической стенокардии (стенокардии Принцметала, вариантной стенокардии), ее патогенез, современные подходы к диагностике и лечению данной патологии. Акцентируется внимание на своевременной диагностике, которая должна быть комплексной с учетом возможного атипичного течения стенокардии Принцметала. Показана важная роль ЭКГ-мониторирования, в т.ч. с использованием имплантируемых рекодеров. Подчеркивается, что больные с нарушением ритма сердца, синкопе находятся в группе высокого риска развитя внезапной сердечной смерти. Данной категории больных рекомендуется своевременно определять показания к имплантации кардиовертера-дефибриллятора. Приводится клиническое наблюдение больного со стенокардией Принцметала. Россия, 3-й Центральный военный клинический госпиталь им. А.А. Вишневского, Красногорск",Принцметала\ЭКГ-мониторинг\аритмии сердца\вазоспастическая\диагностика\лечение\патогенез\синкопе\стенокардия
847,131931,Анализ причин управления автомобилем в состоянии алкогольного опьянения в сельской местности США,"По результатам исследования североамериканских социологов и специалистов по безопасности дорожного движения установлено, что в сельских районах США уровень смертности в ДТП почти вдвое превышает средний по стране, а для молодых людей в состоянии алкогольного опьянения - почти втрое! Тем не менее, мало исследований было посвящено изучению причин управления автомобилем в состоянии опьянения в сельской местности США. Результаты данного конкретного исследования в шт. Монтана продемонстрировали неоспоримые факты усиленного влияния на проявления этого явления аспектов социального контекста (давление со стороны сверстников и моделирование поведения родителей), культурных ценностей в сельской местности (независимость, стоицизм и социальная сплоченность), а также правовой и физической среда (минимальное присутствие полиции, низкая плотность населения и отсутствие альтернативы автомобильному транспорту).",США\алкоголь\анализ причин ДТП\сельские районы
848,34261,Протокол кросс-уровневой связи с временной регистрацией для позиционирования транспортных киберфизических систем,"Транспортные киберфизические системы являются быстро развивающейся областью исследований, имеющей широкое применение, включая городские центры, зоны парковки, туннели. Такие системы требуют постоянной позиционной информации в реальном времени, однако традиционные системы позиционирования на основе спутниковых сигналов не способны работать в городских центрах или туннелях вследствие проблемы рассеяния спутникового сигнала. Алгоритм OSS-TWR (Одностороннее Синхронное Двунаправленное Измерение Расстояния) способен восстанавливать неточное позиционирование спутниковых систем позиционирования путем использования DSRC (Выделенная Коммуникация Ближнего Действия) канала связи между автомобилем и RSU (придорожные считыватели). Однако неизбежные сетевые коллизии в таких беспроводных системах связи могут серьезно влиять на измерение времени пролета сигнала, значительно снижая точность позиционной оценки OSS-TWR. Для улучшения OSS-TWR предлагается протокол кросс-уровневой связи на основе алгоритма откладывания (""back-off"") с временной регистрацией, компенсирующий влияние сетевой коллизии.",киберфизические системы\передача данных\протоколы
849,87337,Производство проводящих композиционных нановолокон оксид графена - оксид вольфрама WO[3] и их повышенная чувствительность к газу ацетону,"Оценивали чувствительность нановолокон чистого WO[3] и его композита с оксидом графена (GO). Показано, что композиционные нановолокна GO-WO[3] обеспечивают более высокий отклик и меньшие времена отклика/извлечения по сравнению с чистыми нановолокнами WO[3]. С использованием сенсора на основе GO-WO[3] при 375_0 ГГ линеен в области концентраций ацетона 35,9-100,0 ppm. Высокую селективность и стабильность сигнала по отношению к ацетону приписывают синергическому эффекту.",ацетон определение\вольфрам триоксид\графен\нановолокна\оксиды\производство\сенсоры
850,364415,Современные возможности неинвазивного прогноза фиброза печени у пациентов с неалкогольной жировой болезнью печени,"В настоящее время ведется поиск новых неинвазивных диагностических моделей для прогнозирования риска развития и прогрессирования фиброзных изменений в печени у больных НАЖБП. В проведенных исследованиях показано, что диагностическую значимость в оценке фиброза печени могут иметь как клинические, так и лабораторные показатели. Согласно полученным результатам, наиболее информативными показателями, отражающими риск прогрессирования стадии фиброза F1 в стадию F2, оказались уровни липопротеинов низкой плотности, глюкозы, матриксной металлопротеиназы-9(ММП-9) и лептина в сыворотке крови. А вот увеличение размеров печени при физикальном осмотре, уровень систолического артериального давления, наличие нарушений углеводного обмена, значения соотношений АЛТ/АСТ и объем талии/объем бедер, а также сывороточные концентрации ТИМП-1 и ТИМП-2 являлись предикторами прогрессирования фиброза стадии F2 в стадию F3. Россия, Омский ГМУ",библ. 38\неалкогольная жировая болезнь печени\обзоры\сыворотка крови\факторы риска\фиброз
851,280174,Сравнительный анализ эффективности применения синтетического блокатора окситоциновых рецепторов при угрожающих и начавшихся преждевременных родах,"Провели анализ эффективности применения блокатора окситоциновых рецепторов _- атозибана при родах в сроке беременности 24_-33 нед 6 дней проведен у 176 пациенток. В 1-ю группу вошли 92 беременных с клиническими проявлениями угрожающих преждевременных родов; 2-ю группу составили 84 пациентки с клиническими проявлениями начавшихся преждевременных родов. Всем пациенткам проводили ультразвуковое исследование с цервикометрией, ультразвуковую допплерографию, кардиотокографию. Токолитическую терапию антагонистом окситоцина проводили в соответствии с клиническими рекомендациями, длительность ее не превышала 48 ч, максимальная курсовая доза препарата _- 330 мг. Использовали шкалы оценки состояния сердечно-сосудистой системы плода и субъективной оценки самочувствия беременной в течение первых 3, 24 и 48 ч лечения. Количественная и качественная оценка секрета молочных желез проводилась на 4_-5-е сутки послеродового периода. Установлено, что блокатор окситоциновых рецепторов атозибан способствует полному прекращению сократительной деятельности миометрия при угрожающих преждевременных родах, а при начавшихся преждевременных родах _- пролонгированию беременности на 48 ч у 57,1% пациенток, до доношенного срока _- у 38,1%. Подтверждена более высокая эффективность препарата при угрожающих преждевременных родах. Результаты исследования указывают на целесообразность применения синтетического антагониста окситоцина атозибана при угрожающих и начавшихся преждевременных родах.",блокаторы\окситоциновые рецепторы\преждевременные\роды
852,376715,Технология создания электронной карты основы ГИС  Экогеохимия города Воронежа  и оценка экологического риска,Необходимость создания специализированного геоинформационного комплекса для определенной территории является актуальной задачей при оценке состояния окружающей среды  Целью данной работы является создание ГИС  Экогеохимия города Воронежа  и апробация методов оценки риска для здоровья населения  связанного с техногенным загрязнением городской среды  Для создания ГИС использована программа MapInfo Professional  версия 7 0  которая наиболее оптимальна для реализации поставленной задачи,Воронеж Россия геоинформационные системы геоэкология города городская среда здоровье населения техногенное загрязнение экологическая геохимия экологический риск электронные карты основы
853,127314,Преобразование формата кадра выходного видеосигнала тепловизионного канала,"Представлен алгоритм преобразования формата кадра выходного видеосигнала тепловизионного канала и его программная реализация. Предложена методика, позволяющая сохранить пропорции изображения",обработка изображений\тепловизионные изображения\формат кадра
854,48835,Модернизированная версия высокооборотного шпинделя,"Версия с обозначением 120-75000/10 была показана фирмой GMN на выставке АМВ. Она имеет привод мощностью до 13,5 кВт, позволяющий повышать частоту вращения до 75__000__мин{_-1}, пониженный уровень вибраций даже при максимальных нагрузках и, как следствие, повышенные качество обработки, точность и срок службы. Вращающееся соединение обеспечивает подачу СОЖ с давлением до 8 МПа. Рекомендуемая область применения _- высокоточная микрообработка резанием",металлорежущие станки\шпиндели
855,16919,Исследование процесса гидроочистки вакуумного газойля,"С целью гидротермальной десульфуризации, гидроденитрификации и гидродеметаллизации вакуумного газойля (VGO) изучены три его образца. Их подвергли гидроочистке и изучили влияние условий процесса на улучшение свойств. Рассмотрены свойства гидрогенизованного VGO, очищенного в разных условиях, при помощи масс-спектрометрии. Согласно полученным результатам скорость десульфуризации, гидроденитрификации и гидродеметаллизации увеличивалась с увеличением температуры реакции. По сравнению с исходным VGO температура кипения и плотность гидрообработанного VGO снижались на 95%, а доля серы, азота и металлов в продукте VGO значительно уменьшалась.",вакуумный\газойль\гидро-\гидродеметаллизация\гидроочистка\денитрификация\десульфуризация\свойства
856,280810,Евразийская интеграция: некоторые итоги и возможные сценарии развития,"Для оценки евразийского интеграционного процесса в статье используется понятие ""экономическая связанность"", под которой понимается уровень взаимодействия экономик интегрирующихся стран, в институциональном, торгово-экономическом и социальном аспектах. Отмечено, что неустойчивая динамика взаимных торговых связей в 2009-2018 гг. отчасти компенсируется формированием общего рынка труда и развитием трансконтинентального транзита. Все большую роль в связанности стран играет взаимная торговля услугами. С учетом динамики связанности дается оценка сценариев развития евразийского интеграционного процесса до 2025 г., который рассматривается как важное звено экономического сотрудничества в Большой Евразии",ЕАЭС\глобализация\международная торговля\экономическая интеграция
